종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"068290","삼성출판사","KOSPI",,"13580","280","2.11","13100","14320","12880","107356","1432549310","135800000000","10000000"
"029780","삼성카드","KOSPI",,"39400","150","0.38","39700","40150","39250","55394","2188219700","4564840305400","115858891"
"000810","삼성화재","KOSPI",,"334000","-1500","-0.45","336500","340000","331500","55776","18664192000","15823195558000","47374837"
"000815","삼성화재우","KOSPI",,"258500","-5500","-2.08","263000","265000","258500","12650","3291817000","825132000000","3192000"
"006110","삼아알미늄","KOSPI",,"37200","-2250","-5.70","37550","38400","35050","121518","4444823700","547283275200","14711916"
"009300","삼아제약","KOSDAQ","우량기업부","18670","-770","-3.96","19150","19150","18250","64016","1189297990","118927900000","6370000"
"145990","삼양사","KOSPI",,"49100","550","1.13","48400","49300","47250","18392","884591650","506390345900","10313449"
"145995","삼양사우","KOSPI",,"31000","300","0.98","31100","31100","30100","132","4022950","11472170000","370070"
"003230","삼양식품","KOSPI",,"537000","8000","1.51","544000","552000","512000","104270","55716845000","4045229055000","7533015"
"002170","삼양통상","KOSPI",,"49850","650","1.32","49250","50200","49200","9675","480436350","149550000000","3000000"
"272550","삼양패키징","KOSPI",,"16400","0","0.00","16580","16580","16320","11483","188881710","258934204400","15788671"
"000070","삼양홀딩스","KOSPI",,"67400","200","0.30","67200","67400","66500","6080","406299700","577231865400","8564271"
"000075","삼양홀딩스우","KOSPI",,"55300","0","0.00","55700","55700","54800","273","15008700","16814407400","304058"
"003720","삼영","KOSPI",,"3685","-85","-2.25","3770","3825","3565","307473","1122499965","125290000000","34000000"
"002810","삼영무역","KOSPI",,"12710","-30","-0.24","12730","12740","12670","6968","88395270","234714909080","18466948"
"361670","삼영에스앤씨","KOSDAQ","기술성장기업부","5220","-100","-1.88","5500","5500","5020","13569","69619480","29585174760","5667658"
"054540","삼영엠텍","KOSDAQ","중견기업부","4305","95","2.26","4215","4345","4150","151980","647032575","55965000000","13000000"
"065570","삼영이엔씨","KOSDAQ","벤처기업부","1843","-57","-3.00","1949","1949","1818","85312","157503588","29349094933","15924631"
"005680","삼영전자","KOSPI",,"10260","-40","-0.39","10300","10310","10000","123252","1254342300","205200000000","20000000"
"023000","삼원강재","KOSPI",,"2520","-10","-0.40","2545","2545","2485","12122","30325790","100800000000","40000000"
"004380","삼익THK","KOSPI",,"8520","40","0.47","8410","8650","8360","46239","392393160","178920000000","21000000"
"002450","삼익악기","KOSPI",,"1095","-2","-0.18","1098","1098","1080","54990","59600413","99131351925","90530915"
"032280","삼일","KOSDAQ","중견기업부","1499","45","3.09","1446","1500","1444","22546","32931691","24304171410","16213590"
"002290","삼일기업공사","KOSDAQ","중견기업부","2910","50","1.75","2860","2910","2860","42334","121821620","36084000000","12400000"
"004440","삼일씨엔에스","KOSPI",,"3740","20","0.54","3765","3785","3665","4503","16735105","47617481780","12731947"
"000520","삼일제약","KOSPI",,"13450","110","0.82","13100","13690","12640","474070","6195494020","290803795000","21621100"
"009770","삼정펄프","KOSPI",,"26000","-100","-0.38","25450","26300","24550","535","13786650","64999246000","2499971"
"037460","삼지전자","KOSDAQ","우량기업부","8640","120","1.41","8520","8810","8410","19468","166349990","140992030080","16318522"
"032750","삼진","KOSDAQ","우량기업부","4085","95","2.38","3990","4085","3865","24980","99132935","36892133370","9031122"
"054090","삼진엘앤디","KOSDAQ","중견기업부","800","0","0.00","800","808","788","47301","37740671","19967385600","24959232"
"005500","삼진제약","KOSPI",,"16950","30","0.18","17000","17170","16690","197525","3339902560","235605000000","13900000"
"000250","삼천당제약","KOSDAQ","중견기업부","116500","8100","7.47","108000","117600","106000","484433","54593441800","2732795488000","23457472"
"004690","삼천리","KOSPI",,"87200","-200","-0.23","87200","87600","86500","5624","489154900","353598180000","4055025"
"024950","삼천리자전거","KOSDAQ","중견기업부","3745","110","3.03","3635","3765","3575","16396","59806760","49709545865","13273577"
"038500","삼표시멘트","KOSDAQ","우량기업부","3215","110","3.54","3090","3470","3090","5132975","16901949405","346950923790","107916306"
"437730","삼현","KOSDAQ","기술성장기업부","7120","160","2.30","6800","7440","6520","687461","4846462550","225757877040","31707567"
"017480","삼현철강","KOSDAQ","우량기업부","4520","100","2.26","4390","4720","4350","19662","88492210","70977062800","15702890"
"010960","삼호개발","KOSPI",,"3120","-20","-0.64","3095","3140","3000","74544","227109900","78000000000","25000000"
"046390","삼화네트웍스","KOSDAQ","중견기업부","1390","60","4.51","1324","1396","1275","421261","560777245","60010376870","43172933"
"004450","삼화왕관","KOSPI",,"30550","300","0.99","30250","30850","30000","525","15950150","65816278450","2154379"
"009470","삼화전기","KOSPI",,"29900","-300","-0.99","30500","31950","28500","184780","5484731000","197753218000","6613820"
"011230","삼화전자","KOSPI",,"3120","625","25.05","2900","3240","2660","4707047","14655718155","52736424000","16902700"
"001820","삼화콘덴서","KOSPI",,"26800","-1250","-4.46","28100","28400","26450","164814","4430571100","278586000000","10395000"
"000390","삼화페인트","KOSPI",,"6360","30","0.47","6280","6430","6160","58390","368382490","173014062840","27203469"
"027580","상보","KOSDAQ","우량기업부","1041","20","1.96","1010","1049","982","1342485","1364222780","61607711439","59181279"
"038540","상상인","KOSDAQ","우량기업부","1590","-28","-1.73","1605","1634","1559","82924","131032323","87972017670","55328313"
"415580","상상인제3호스팩","KOSDAQ","관리종목(소속부없음)","2095","-5","-0.24","2090","2100","2090","90642","189661165","11124450000","5310000"
"452670","상상인제4호스팩","KOSDAQ","SPAC(소속부없음)","2005","-5","-0.25","2005","2010","2005","10750","21553855","10466100000","5220000"
"001290","상상인증권","KOSPI",,"424","-5","-1.17","431","439","416","260057","110029317","45934938880","108337120"
"041650","상신브레이크","KOSPI",,"3150","105","3.45","3120","3150","3020","48077","147721410","67635067500","21471450"
"091580","상신이디피","KOSDAQ","우량기업부","7600","-350","-4.40","7650","7750","7180","196272","1451895730","102054464400","13428219"
"263810","상신전자","KOSDAQ","중견기업부","2890","25","0.87","2925","3035","2775","201818","582910295","41167235020","14244718"
"089980","상아프론테크","KOSDAQ","우량기업부","17470","-630","-3.48","17750","17870","17020","91325","1582252260","279328476390","15989037"
"042940","상지건설","KOSDAQ","중견기업부","5960","-190","-3.09","6150","6190","5770","22029","129924970","23731611440","3981814"
"042600","새로닉스","KOSDAQ","우량기업부","10110","-1300","-11.39","10900","11010","9750","65189","664458490","125602333140","12423574"
"075180","새론오토모티브","KOSPI",,"3400","-25","-0.73","3420","3450","3315","11492","38531625","65280000000","19200000"
"107600","새빗켐","KOSDAQ","벤처기업부","16790","-1180","-6.57","17740","17900","15970","57623","960705720","83640140550","4981545"
"411080","샌즈랩","KOSDAQ","기술성장기업부","6340","-110","-1.71","6300","6450","6090","197296","1228505410","96676364920","15248638"
"252990","샘씨엔에스","KOSDAQ","기술성장기업부","4375","325","8.02","4030","4415","4030","393119","1668565515","255447775625","58388063"
"007540","샘표","KOSPI",,"41450","1350","3.37","40100","41500","39650","6037","244105100","119201910000","2875800"
"248170","샘표식품","KOSPI",,"25450","150","0.59","25300","26050","24750","18702","475496750","116262878700","4568286"
"378800","샤페론","KOSDAQ","기술성장기업부","4505","-95","-2.07","4500","4865","4300","3042686","13911041895","135794354655","30143031"
"294630","서남","KOSDAQ","기술성장기업부","3235","0","0.00","3235","3350","3135","177713","568222645","77573549865","23979459"
"038070","서린바이오","KOSDAQ","우량기업부","6210","-10","-0.16","6220","6280","6130","24721","153193810","55273197960","8900676"
"006730","서부T&D","KOSDAQ","우량기업부","5670","190","3.47","5460","5720","5460","166840","933345980","376640653410","66426923"
"079650","서산","KOSDAQ","중견기업부","1174","-18","-1.51","1191","1239","1165","31816","37565709","23480000000","20000000"
"100660","서암기계공업","KOSDAQ","중견기업부","3960","250","6.74","3690","3960","3625","310276","1192843325","49896000000","12600000"
"007860","서연","KOSPI",,"6870","360","5.53","6450","6900","6300","75649","498335010","161306528280","23479844"
"200880","서연이화","KOSPI",,"11860","40","0.34","11810","11980","11400","225202","2623702630","320557262820","27028437"
"019770","서연탑메탈","KOSDAQ","우량기업부","3995","345","9.45","3635","3995","3600","107634","410640510","46541750000","11650000"
"017390","서울가스","KOSPI",,"50300","-100","-0.20","50200","50700","49850","6719","336439650","251500000000","5000000"
"043710","서울리거","KOSDAQ","중견기업부","571","1","0.18","575","600","570","25494","14804564","28663560480","50198880"
"092190","서울바이오시스","KOSDAQ","중견기업부","3195","125","4.07","3070","3220","2995","23667","73645180","146549483685","45868383"
"046890","서울반도체","KOSDAQ GLOBAL","우량기업부","7800","290","3.86","7470","7800","7460","301629","2324954910","454782120000","58305400"
"004410","서울식품","KOSPI",,"148","-2","-1.33","150","151","146","2397806","353281967","55463822732","374755559"
"004415","서울식품우","KOSPI",,"1198","23","1.96","1200","1200","1131","1602","1843291","2664951000","2224500"
"063170","서울옥션","KOSDAQ","우량기업부","6670","180","2.77","6310","6780","6290","138584","904559800","118554360890","17774267"
"027040","서울전자통신","KOSDAQ","중견기업부","249","-8","-3.11","256","256","238","180772","44019962","17327622903","69588847"
"018680","서울제약","KOSDAQ","벤처기업부","3420","25","0.74","3400","3495","3280","42262","141756315","39874870980","11659319"
"021050","서원","KOSPI",,"1134","13","1.16","1095","1134","1050","301554","330208428","53836185060","47474590"
"093920","서원인텍","KOSDAQ","우량기업부","5670","40","0.71","5600","5700","5600","13629","76784160","105462000000","18600000"
"189860","서전기전","KOSDAQ","벤처기업부","4495","-165","-3.54","4700","4700","4385","124212","553422230","43596016100","9698780"
"178320","서진시스템","KOSDAQ","우량기업부","28750","-50","-0.17","28850","29250","27450","679563","19319677150","1617128677500","56247954"
"122690","서진오토모티브","KOSDAQ","우량기업부","1939","-58","-2.90","1997","2010","1930","88548","174253197","42356310990","21844410"
"140070","서플러스글로벌","KOSDAQ","우량기업부","2745","150","5.78","2560","2755","2555","117621","312988885","101532060000","36988000"
"011370","서한","KOSDAQ","우량기업부","770","-10","-1.28","780","790","753","68612","52627092","77689046050","100894865"
"065710","서호전기","KOSDAQ","우량기업부","21050","400","1.94","20700","21100","20650","16275","340624100","108407500000","5150000"
"008490","서흥","KOSPI",,"13090","-340","-2.53","13730","13730","12840","33454","437179470","151439689170","11569113"
"035890","서희건설","KOSDAQ","우량기업부","1407","8","0.57","1378","1425","1373","427749","598247401","323340498999","229808457"
"357550","석경에이티","KOSDAQ","기술성장기업부","41000","-500","-1.20","41000","41450","40200","9591","390250800","223655000000","5455000"
"003100","선광","KOSDAQ","우량기업부","14810","0","0.00","14950","14950","14640","3923","57819490","97746000000","6600000"
"007610","선도전기","KOSPI",,"3000","0","0.00","0","0","0","0","0","54000000000","18000000"
"067370","선바이오","KOSDAQ","기술성장기업부","6200","80","1.31","5860","6300","5860","17475","105884320","76344041000","12313555"
"171090","선익시스템","KOSDAQ","중견기업부","45500","750","1.68","43900","45550","41250","117501","5030082500","431995427500","9494405"
"136490","선진","KOSPI",,"5970","70","1.19","5910","6020","5750","39726","234078610","141964235880","23779604"
"086710","선진뷰티사이언스","KOSDAQ","중견기업부","9170","370","4.20","8800","9300","8780","93592","847597160","111904077600","12203280"
"014620","성광벤드","KOSDAQ","우량기업부","15370","-230","-1.47","15370","15550","14980","254911","3881503880","439582000000","28600000"
"037350","성도이엔지","KOSDAQ","우량기업부","4705","225","5.02","4640","4835","4525","121750","571671680","72786350000","15470000"
"014910","성문전자","KOSPI",,"1119","-16","-1.41","1103","1127","1084","113516","125308790","25133842215","22460985"
